Source,Target,Type,Id,Label,Weight,Color
fermi problems,secondary school,Undirected,2206,,1,"#000000"
fermi problems,teacher interventions,Undirected,2207,,1,"#000000"
fibonacci,interdisciplinarity,Undirected,2208,,1,"#000000"
fibonacci,semiotic,Undirected,2209,,1,"#000000"
fibonacci,steam education,Undirected,2210,,1,"#000000"
fidelity,preschool,Undirected,2211,,1,"#000000"
field of promoted actions,geometry,Undirected,2212,,1,"#000000"
figured worlds,lesson study,Undirected,2213,,1,"#000000"
figured worlds,mathematics teaching,Undirected,2214,,1,"#000000"
figured worlds,positionality,Undirected,2215,,1,"#000000"
figured worlds,pre-service teachers,Undirected,2216,,1,"#000000"
figured worlds,social practice theory,Undirected,2217,,1,"#000000"
figured worlds,teacher reflection,Undirected,2218,,1,"#000000"
financial literacy,mathematical modelling,Undirected,2219,,1,"#000000"
financial literacy,percentage calculation,Undirected,2220,,1,"#000000"
financial literacy,pisa,Undirected,2221,,1,"#000000"
financial literacy,qualitative content analysis,Undirected,2222,,1,"#000000"
financial literacy,vocational high schools,Undirected,2223,,1,"#000000"
five big ideas in ai,human-centered design,Undirected,2228,,1,"#000000"
five big ideas in ai,instructional strategies,Undirected,2229,,1,"#000000"
five big ideas in ai,integration methods,Undirected,2230,,1,"#000000"
five big ideas in ai,mathematics education,Undirected,2231,,1,"#000000"
formative,simulations,Undirected,2246,,1,"#000000"
formative,teacher education-preservice,Undirected,2247,,1,"#000000"
formative,teacher educator,Undirected,2248,,1,"#000000"
formative assessment,instrumental orchestration,Undirected,2249,,1,"#000000"
formative assessment,latent transition analysis,Undirected,2250,,1,"#000000"
formative assessment,letter-as-object misconception,Undirected,2251,,1,"#000000"
formative assessment,preservice teachers,Undirected,2252,,1,"#000000"
formative assessment,professional development,Undirected,2253,,1,"#000000"
formative assessment,summative assessment,Undirected,2254,,1,"#000000"
formative assessment,teacher education,Undirected,2255,,1,"#000000"
formative assessment,technology-enhanced classrooms,Undirected,2256,,1,"#000000"
formative assessment,variables,Undirected,2257,,1,"#000000"
fraction as an operator,primary school students,Undirected,2263,,1,"#000000"
fraction as an operator,problem solving,Undirected,2264,,1,"#000000"
fraction comparison,learning mathematics with technology,Undirected,2265,,1,"#000000"
fraction division,fraction multiplication,Undirected,2266,,1,"#000000"
fraction division,relating registers,Undirected,2267,,1,"#000000"
fraction division,teacher education,Undirected,2268,,1,"#000000"
fraction multiplication,teacher education,Undirected,2269,,1,"#000000"
fractions,gestures,Undirected,2270,,1,"#000000"
fractions,high-quality mathematics instruction,Undirected,2271,,1,"#000000"
fractions,instrument,Undirected,2272,,1,"#000000"
fractions,intelligent tutoring systems,Undirected,2273,,1,"#000000"
fractions,intuitive conception,Undirected,2274,,1,"#000000"
fractions,lesson plan,Undirected,2275,,1,"#000000"
fractions,lesson study,Undirected,2276,,1,"#000000"
fractions,mathematics education,Undirected,2277,,1,"#000000"
fractions,mathematics teacher educator,Undirected,2278,,1,"#000000"
fractions,meaning-related vocabulary,Undirected,2279,,1,"#000000"
fractions,noticing,Undirected,2280,,1,"#000000"
fractions,problem posing,Undirected,2281,,1,"#000000"
fractions,problem solving,Undirected,2282,,1,"#000000"
fractions,professional learning,Undirected,2283,,1,"#000000"
fractions,proof based teaching,Undirected,2284,,1,"#000000"
fractions,proving,Undirected,2285,,1,"#000000"
fractions,representation,Undirected,2286,,1,"#000000"
fractions,scaffolding,Undirected,2287,,1,"#000000"
fractions,teacher collaboration,Undirected,2288,,1,"#000000"
fractions,teacher knowledge,Undirected,2289,,1,"#000000"
fractions,teachers’ mathematical knowledge,Undirected,2290,,1,"#000000"
fractions,translanguaging pedagogy,Undirected,2291,,1,"#000000"
fractions,variation theory,Undirected,2292,,1,"#000000"
fractions,visual representation,Undirected,2293,,1,"#000000"
function,narrative analysis,Undirected,2297,,1,"#000000"
function,preservice teacher,Undirected,2298,,1,"#000000"
function,teacher competencies,Undirected,2299,,1,"#000000"
function aspects,functional thinking,Undirected,2300,,1,"#000000"
function aspects,functions,Undirected,2301,,1,"#000000"
function aspects,primary school,Undirected,2302,,1,"#000000"
function continuity,genai,Undirected,2303,,1,"#000000"
function continuity,scaffolding,Undirected,2304,,1,"#000000"
function graphs,inclusion,Undirected,2309,,1,"#000000"
function graphs,multimodality,Undirected,2310,,1,"#000000"
function graphs,visual impairments,Undirected,2311,,1,"#000000"
functional mathematics,socio-epistemology approach,Undirected,2319,,1,"#000000"
functional mathematics,teacher professional development,Undirected,2320,,1,"#000000"
functional thinking,misconceptions and difficulties,Undirected,2321,,1,"#000000"
functional thinking,pre-service teachers,Undirected,2322,,1,"#000000"
functional thinking,primary school,Undirected,2323,,1,"#000000"
functional thinking,slope,Undirected,2324,,1,"#000000"
functional thinking,teacher knowledge,Undirected,2325,,1,"#000000"
functions,geogebra plus,Undirected,2326,,1,"#000000"
functions,graphs,Undirected,2327,,1,"#000000"
functions,inclusion,Undirected,2328,,1,"#000000"
functions,inservice teachers,Undirected,2329,,1,"#000000"
functions,mathematical tasks,Undirected,2330,,1,"#000000"
functions,misconceptions and difficulties,Undirected,2331,,1,"#000000"
functions,motion problem,Undirected,2332,,1,"#000000"
functions,pre-service teachers,Undirected,2333,,1,"#000000"
functions,preservice teachers,Undirected,2334,,1,"#000000"
functions,primary school,Undirected,2335,,1,"#000000"
functions,secondary education,Undirected,2336,,1,"#000000"
functions,teacher knowledge,Undirected,2337,,1,"#000000"
functions,visual impairments,Undirected,2338,,1,"#000000"
functions of illustrations,problem solving,Undirected,2339,,1,"#000000"
functions of illustrations,use of the illustrations,Undirected,2340,,1,"#000000"
functions of illustrations,word problem,Undirected,2341,,1,"#000000"
fundamental didactics,reference materials,Undirected,2342,,1,"#000000"
fundamental didactics,theory of didactical situations,Undirected,2343,,1,"#000000"
future scenarios,implementation,Undirected,2344,,1,"#000000"
future scenarios,tarot cards,Undirected,2345,,1,"#000000"
future scenarios,technology comprehension,Undirected,2346,,1,"#000000"
future teachers,geometry,Undirected,2347,,1,"#000000"
future teachers,reasoning and proof,Undirected,2348,,1,"#000000"
future teachers,technological pedagogical content knowledge,Undirected,2349,,1,"#000000"
game-based learning,multiplication,Undirected,2350,,1,"#000000"
game-based learning,play-based learning,Undirected,2351,,1,"#000000"
game-based learning,problem-solving,Undirected,2352,,1,"#000000"
game-based learning,transition to school,Undirected,2353,,1,"#000000"
genai,instrumental genesis,Undirected,2355,,1,"#000000"
genai,mathematics teachers,Undirected,2356,,1,"#000000"
genai,scaffolding,Undirected,2357,,1,"#000000"
genai,spreadsheets,Undirected,2358,,1,"#000000"
genai and large language models,university mathematics,Undirected,2359,,1,"#000000"
gender differences,inclusion,Undirected,2360,,1,"#000000"
gender differences,learning strategies,Undirected,2361,,1,"#000000"
gender differences,motivation,Undirected,2362,,1,"#000000"
gender differences,prison context,Undirected,2363,,1,"#000000"
gender differences,self-efficacy,Undirected,2364,,1,"#000000"
gender differences,stem careers,Undirected,2365,,1,"#000000"
gender differences,stem education,Undirected,2366,,1,"#000000"
gender differences,value,Undirected,2367,,1,"#000000"
gender gap,inclusion,Undirected,2368,,1,"#000000"
gender gap,mathematics,Undirected,2369,,1,"#000000"
gender gap,situated knowledge,Undirected,2370,,1,"#000000"
gender gap,standardized assessment,Undirected,2371,,1,"#000000"
general education,mathematical modelling,Undirected,2375,,1,"#000000"
general education,problem situations,Undirected,2376,,1,"#000000"
general solution,textbooks analysis,Undirected,2377,,1,"#000000"
generalisation,inclusion,Undirected,2378,,1,"#000000"
generalisation,problem-solving,Undirected,2379,,1,"#000000"
generalisation,teachers’ knowledge,Undirected,2380,,1,"#000000"
generalisations,patterns and structures,Undirected,2381,,1,"#000000"
generalisations,properties and relations,Undirected,2382,,1,"#000000"
generalisations,representation-based proofs,Undirected,2383,,1,"#000000"
generalization,paths of reasoning,Undirected,2385,,1,"#000000"
generalization,patterns,Undirected,2386,,1,"#000000"
generalization,primary school,Undirected,2387,,1,"#000000"
generalization,textbook analysis,Undirected,2388,,1,"#000000"
generalization,verbalization,Undirected,2389,,1,"#000000"
generative ai,problem-posing,Undirected,2390,,1,"#000000"
generative ai,tpack. pre-service high school mathematics teachers,Undirected,2391,,1,"#000000"
generative artificial intelligence (genai),mathematics education,Undirected,2392,,1,"#000000"
generative artificial intelligence (genai),professional development,Undirected,2393,,1,"#000000"
generative artificial intelligence (genai),second level,Undirected,2394,,1,"#000000"
geo-spatial data,in-service teachers,Undirected,2398,,1,"#000000"
geogebra,geometric reasoning,Undirected,2399,,1,"#000000"
geogebra,geometry,Undirected,2400,,1,"#000000"
geogebra,mathematical transformations,Undirected,2401,,1,"#000000"
geogebra,multi duo of artefacts,Undirected,2402,,1,"#000000"
geogebra,normal domain,Undirected,2403,,1,"#000000"
geogebra,polar change of coordinates,Undirected,2404,,1,"#000000"
geogebra,questionnaire,Undirected,2405,,1,"#000000"
geogebra,scaffolding,Undirected,2406,,1,"#000000"
geogebra,spatial ability,Undirected,2407,,1,"#000000"
geogebra,spatial skills,Undirected,2408,,1,"#000000"
geogebra,straight-line helicoids,Undirected,2409,,1,"#000000"
geogebra,tangible artefact,Undirected,2410,,1,"#000000"
geogebra,teaching and learning mathematics for engineers,Undirected,2411,,1,"#000000"
geogebra,virtual reality,Undirected,2412,,1,"#000000"
geogebra,visuospatial abilities,Undirected,2413,,1,"#000000"
geogebra plus,secondary education,Undirected,2414,,1,"#000000"
geological,materiality,Undirected,2418,,1,"#000000"
geological,political,Undirected,2419,,1,"#000000"
geometric concepts,kindergarten,Undirected,2420,,1,"#000000"
geometric concepts,mathematical language,Undirected,2421,,1,"#000000"
geometric concepts,phenomenography,Undirected,2422,,1,"#000000"
geometric concepts,vocational education,Undirected,2423,,1,"#000000"
geometric proofs,proof types,Undirected,2425,,1,"#000000"
geometric proofs,toulmin scheme,Undirected,2426,,1,"#000000"
geometric reasoning,multi duo of artefacts,Undirected,2427,,1,"#000000"
geometric reasoning,spatial skills,Undirected,2428,,1,"#000000"
geometric reasoning,tangible artefact,Undirected,2429,,1,"#000000"
geometric reasoning,virtual reality,Undirected,2430,,1,"#000000"
geometric thinking,geometry,Undirected,2432,,1,"#000000"
geometric thinking,primary school,Undirected,2433,,1,"#000000"
geometrical reasoning,geometry,Undirected,2440,,1,"#000000"
geometrical reasoning,the use of physical and digital tools,Undirected,2441,,1,"#000000"
geometrical reasoning,theoretical framework,Undirected,2442,,1,"#000000"
geometry,groupworthy tasks,Undirected,2443,,1,"#000000"
geometry,information and communication technology (ict) competencies,Undirected,2444,,1,"#000000"
geometry,interdisciplinary,Undirected,2445,,1,"#000000"
geometry,joint action,Undirected,2446,,1,"#000000"
geometry,mathematics education,Undirected,2447,,1,"#000000"
geometry,mathematics teachers,Undirected,2448,,1,"#000000"
geometry,measurement,Undirected,2449,,1,"#000000"
geometry,perceptual clues,Undirected,2450,,1,"#000000"
geometry,proof,Undirected,2451,,1,"#000000"
geometry,reasoning and proof,Undirected,2452,,1,"#000000"
geometry,representations,Undirected,2453,,1,"#000000"
geometry,scaffolding,Undirected,2454,,1,"#000000"
geometry,secondary school,Undirected,2455,,1,"#000000"
geometry,secondary teacher education,Undirected,2456,,1,"#000000"
geometry,spatial reasoning,Undirected,2457,,1,"#000000"
geometry,spatial structuring,Undirected,2458,,1,"#000000"
geometry,strategies,Undirected,2459,,1,"#000000"
geometry,subject matter noticing,Undirected,2460,,1,"#000000"
geometry,task design,Undirected,2461,,1,"#000000"
geometry,teacher-researcher collaboration,Undirected,2462,,1,"#000000"
geometry,technological pedagogical content knowledge,Undirected,2463,,1,"#000000"
geometry,textbook content,Undirected,2464,,1,"#000000"
geometry,textbook research,Undirected,2465,,1,"#000000"
geometry,thales’ theorem,Undirected,2466,,1,"#000000"
geometry,the use of physical and digital tools,Undirected,2467,,1,"#000000"
geometry,theoretical framework,Undirected,2468,,1,"#000000"
geometry,university mathematics,Undirected,2469,,1,"#000000"
geometry,visual arts,Undirected,2470,,1,"#000000"
geometry,visualization,Undirected,2471,,1,"#000000"
geometry and measurement,scratch,Undirected,2472,,1,"#000000"
geometry curriculum,international comparative study,Undirected,2473,,1,"#000000"
geometry curriculum,textbook analysis,Undirected,2474,,1,"#000000"
geometry knowledge,preservice teacher,Undirected,2475,,1,"#000000"
geometry knowledge,problem solving,Undirected,2476,,1,"#000000"
geometry knowledge,students’ solutions,Undirected,2477,,1,"#000000"
gestures,scaffolding,Undirected,2483,,1,"#000000"
gifted education,learning environment,Undirected,2484,,1,"#000000"
gifted education,mathematical heterotopias,Undirected,2485,,1,"#000000"
gifted education,mathematically gifted,Undirected,2486,,1,"#000000"
gifted education,prison education,Undirected,2487,,1,"#000000"
gifted education,secondary schools,Undirected,2488,,1,"#000000"
gifted education,special needs education,Undirected,2489,,1,"#000000"
gifted students,illusion of linearity,Undirected,2490,,1,"#000000"
gifted students,problem-solving,Undirected,2491,,1,"#000000"
gifted students,proportional reasoning,Undirected,2492,,1,"#000000"
global model,knowledge model,Undirected,2493,,1,"#000000"
global model,teachers’ knowledge,Undirected,2494,,1,"#000000"
global model,technology,Undirected,2495,,1,"#000000"
goal structures,lower secondary school,Undirected,2496,,1,"#000000"
goal structures,mathematics-related affect,Undirected,2497,,1,"#000000"
goals-actions model,mathematical worldviews,Undirected,2498,,1,"#000000"
goals-actions model,teaching approach,Undirected,2499,,1,"#000000"
goals-actions model,the derivative concept,Undirected,2500,,1,"#000000"
going beyond counting,low-achieving students in mathematics,Undirected,2501,,1,"#000000"
going beyond counting,reasoning,Undirected,2502,,1,"#000000"
gpt-4,instrumental genesis,Undirected,2506,,1,"#000000"
gpt-4,problem solving,Undirected,2507,,1,"#000000"
gpt-4,students’ perspective,Undirected,2508,,1,"#000000"
graphical assessment,mathematics education,Undirected,2509,,1,"#000000"
graphical representation,polynomial functions,Undirected,2511,,1,"#000000"
graphical representation,rational numbers,Undirected,2512,,1,"#000000"
graphical representation,secondary-tertiary transition,Undirected,2513,,1,"#000000"
graphical representation,tree graph,Undirected,2514,,1,"#000000"
graphical representation,word problem solving,Undirected,2515,,1,"#000000"
graphs,inclusion,Undirected,2516,,1,"#000000"
graphs,mathematical models,Undirected,2517,,1,"#000000"
graphs,mental image,Undirected,2518,,1,"#000000"
graphs,primary school,Undirected,2519,,1,"#000000"
graphs,secondary school,Undirected,2520,,1,"#000000"
graphs,solution,Undirected,2521,,1,"#000000"
graphs,system of equations,Undirected,2522,,1,"#000000"
graphs,visual impairments,Undirected,2523,,1,"#000000"
group cognition,group work,Undirected,2524,,1,"#000000"
group cognition,instrumental genesis,Undirected,2525,,1,"#000000"
group work,instrumental genesis,Undirected,2528,,1,"#000000"
group work,interaction,Undirected,2529,,1,"#000000"
group work,prompt,Undirected,2530,,1,"#000000"
group work,teacher interventions,Undirected,2531,,1,"#000000"
groupworthy tasks,joint action,Undirected,2532,,1,"#000000"
growth mindset,mathematics achievement,Undirected,2533,,1,"#000000"
growth mindset,mathematics anxiety,Undirected,2534,,1,"#000000"
growth mindset,mathematics learning motivation,Undirected,2535,,1,"#000000"
growth mindset,statistics education,Undirected,2536,,1,"#000000"
growth mindset,teacher education,Undirected,2537,,1,"#000000"
guardians,questionnaire,Undirected,2538,,1,"#000000"
guided participation,problems of practice,Undirected,2539,,1,"#000000"
guided participation,teacher learning,Undirected,2540,,1,"#000000"
habermas’ construct of rationality,prospective teachers,Undirected,2541,,1,"#000000"
habermas’ construct of rationality,proving and proof,Undirected,2542,,1,"#000000"
habermas’ rationality,statistical reasoning,Undirected,2543,,1,"#000000"
habermas’ rationality,toulmin’s model,Undirected,2544,,1,"#000000"
habit formation,implementation research,Undirected,2545,,1,"#000000"
habit formation,interleaved practice,Undirected,2546,,1,"#000000"
habit formation,theory of change,Undirected,2547,,1,"#000000"
hands-on,mathematics education,Undirected,2548,,1,"#000000"
hands-on,steam education,Undirected,2549,,1,"#000000"
hands-on,sustainable development goals,Undirected,2550,,1,"#000000"
help-seeking,heuristic trees,Undirected,2553,,1,"#000000"
help-seeking,primary school,Undirected,2554,,1,"#000000"
help-seeking,problem-solving,Undirected,2555,,1,"#000000"
help-seeking,student-teacher interaction,Undirected,2556,,1,"#000000"
help-seeking,subject-specific support,Undirected,2557,,1,"#000000"
heuristic strategies,primary school,Undirected,2558,,1,"#000000"
heuristic strategies,problems solving,Undirected,2559,,1,"#000000"
heuristic strategies,solving strategies,Undirected,2560,,1,"#000000"
heuristic strategies,word problems,Undirected,2561,,1,"#000000"
heuristic trees,problem-solving,Undirected,2562,,1,"#000000"
high school,proof awareness,Undirected,2563,,1,"#000000"
high-quality mathematics instruction,lesson plan,Undirected,2571,,1,"#000000"
high-quality mathematics instruction,variation theory,Undirected,2572,,1,"#000000"
higher education,mathematics,Undirected,2574,,1,"#000000"
higher education,mathematics education,Undirected,2575,,1,"#000000"
higher education,self-concept,Undirected,2576,,1,"#000000"
higher education,stem,Undirected,2577,,1,"#000000"
higher education,stem education,Undirected,2578,,1,"#000000"
higher education,structural sense,Undirected,2579,,1,"#000000"
higher education,women,Undirected,2580,,1,"#000000"
history of education,mathematics education,Undirected,2588,,1,"#000000"
history of education,textbook research,Undirected,2589,,1,"#000000"
history of mathematics education,numeracy,Undirected,2598,,1,"#000000"
history of mathematics education,textbook research,Undirected,2599,,1,"#000000"
home environment,mathematics,Undirected,2600,,1,"#000000"
home environment,preschool,Undirected,2601,,1,"#000000"
home environment,written numbers,Undirected,2602,,1,"#000000"
horizontal mathematization,lower secondary school,Undirected,2605,,1,"#000000"
horizontal mathematization,mathematical modelling,Undirected,2606,,1,"#000000"
horizontal mathematization,mental representation,Undirected,2607,,1,"#000000"
horizontal mathematization,teacher’s interventions,Undirected,2608,,1,"#000000"
human-centered design,instructional strategies,Undirected,2609,,1,"#000000"
human-centered design,integration methods,Undirected,2610,,1,"#000000"
human-centered design,mathematics education,Undirected,2611,,1,"#000000"
ideational resource,mathematics teaching framework,Undirected,2614,,1,"#000000"
ideational resource,pre-service teachers,Undirected,2615,,1,"#000000"
ideational resource,situated abstraction,Undirected,2616,,1,"#000000"
ideational resource,transparency,Undirected,2617,,1,"#000000"
identification,preservice primary teachers,Undirected,2618,,1,"#000000"
identification,relations in affective variables,Undirected,2619,,1,"#000000"
identifying,mathematising,Undirected,2620,,1,"#000000"
identifying,opportunities to learn,Undirected,2621,,1,"#000000"
identifying,university mathematics lectures,Undirected,2622,,1,"#000000"
identity,mathematical discourse,Undirected,2623,,1,"#000000"
identity,mathematics teacher educators,Undirected,2624,,1,"#000000"
identity,rituals,Undirected,2625,,1,"#000000"
identity,valsiner’s zone theory,Undirected,2626,,1,"#000000"
idiosyncratic structures,solving strategies,Undirected,2627,,1,"#000000"
illusion of linearity,problem-solving,Undirected,2628,,1,"#000000"
illusion of linearity,proportional reasoning,Undirected,2629,,1,"#000000"
implementation,innovations,Undirected,2632,,1,"#000000"
implementation,mathematics education,Undirected,2633,,1,"#000000"
implementation,mathematics teacher knowledge for teaching problem solving,Undirected,2634,,1,"#000000"
implementation,post-implementation,Undirected,2635,,1,"#000000"
implementation,preschool,Undirected,2636,,1,"#000000"
implementation,readiness to implement,Undirected,2637,,1,"#000000"
implementation,scale,Undirected,2638,,1,"#000000"
implementation,statistics,Undirected,2639,,1,"#000000"
implementation,tarot cards,Undirected,2640,,1,"#000000"
implementation,technology comprehension,Undirected,2641,,1,"#000000"
implementation,voluntary professional development,Undirected,2642,,1,"#000000"
implementation fidelity,mathematics teacher educator,Undirected,2643,,1,"#000000"
implementation fidelity,mental mathematics,Undirected,2644,,1,"#000000"
implementation fidelity,pre-service teachers,Undirected,2645,,1,"#000000"
implementation fidelity,reflective practice,Undirected,2646,,1,"#000000"
implementation research,influential factors,Undirected,2647,,1,"#000000"
implementation research,innovation,Undirected,2648,,1,"#000000"
implementation research,interleaved practice,Undirected,2649,,1,"#000000"
implementation research,mist project,Undirected,2650,,1,"#000000"
implementation research,theory of change,Undirected,2651,,1,"#000000"
improvisation,interactions,Undirected,2654,,1,"#000000"
improvisation,positioning theory,Undirected,2655,,1,"#000000"
improvisation,secondary school mathematics,Undirected,2656,,1,"#000000"
in-service teacher education,teacher noticing,Undirected,2659,,1,"#000000"
in-service teacher training,mathematical competencies,Undirected,2660,,1,"#000000"
in-service teacher training,stumbling stones,Undirected,2661,,1,"#000000"
in-service teachers,mathematics education,Undirected,2662,,1,"#000000"
in-service teachers,perceived difficulty,Undirected,2663,,1,"#000000"
in-service teachers,pre-service teachers,Undirected,2664,,1,"#000000"
in-service teachers,qualitative analysis,Undirected,2665,,1,"#000000"
in-the-moment,preservice teacher,Undirected,2666,,1,"#000000"
in-the-moment,student thinking,Undirected,2667,,1,"#000000"
in-the-moment,teacher noticing,Undirected,2668,,1,"#000000"
in-the-moment,video case,Undirected,2669,,1,"#000000"
inclusion,low-achievement,Undirected,2673,,1,"#000000"
inclusion,mathematics,Undirected,2674,,1,"#000000"
inclusion,multimodality,Undirected,2675,,1,"#000000"
inclusion,practices,Undirected,2676,,1,"#000000"
inclusion,prison context,Undirected,2677,,1,"#000000"
inclusion,problem-solving,Undirected,2678,,1,"#000000"
inclusion,remedial intervention,Undirected,2679,,1,"#000000"
inclusion,representation,Undirected,2680,,1,"#000000"
inclusion,situated knowledge,Undirected,2681,,1,"#000000"
inclusion,standardized assessment,Undirected,2682,,1,"#000000"
inclusion,teachers’ knowledge,Undirected,2683,,1,"#000000"
inclusive education,low-achievement,Undirected,2686,,1,"#000000"
inclusive education,mathematics education,Undirected,2687,,1,"#000000"
inclusive education,participation,Undirected,2688,,1,"#000000"
inclusive education,professional development,Undirected,2689,,1,"#000000"
inclusive education,re-enactment,Undirected,2690,,1,"#000000"
inclusive education,special educational,Undirected,2691,,1,"#000000"
inconsistency,problem posing,Undirected,2692,,1,"#000000"
inconsistency,prospective primary teacher,Undirected,2693,,1,"#000000"
inconsistency,teacher education,Undirected,2694,,1,"#000000"
individuality,professional development,Undirected,2697,,1,"#000000"
individuality,situatedness,Undirected,2698,,1,"#000000"
individuality,teacher education,Undirected,2699,,1,"#000000"
inequalities,phenomenal sign misconception,Undirected,2700,,1,"#000000"
inferentialism,instructional design,Undirected,2706,,1,"#000000"
inferentialism,risk literacy,Undirected,2707,,1,"#000000"
inferentialism,statistics education,Undirected,2708,,1,"#000000"
infinite series,partial sums,Undirected,2709,,1,"#000000"
infinite series,schema,Undirected,2710,,1,"#000000"
influential factors,innovation,Undirected,2711,,1,"#000000"
influential factors,mist project,Undirected,2712,,1,"#000000"
informal mathematics education,museums,Undirected,2713,,1,"#000000"
informal mathematics education,problem solving,Undirected,2714,,1,"#000000"
informal mathematics education,professional development,Undirected,2715,,1,"#000000"
informal professionalization,online professional development,Undirected,2716,,1,"#000000"
informal professionalization,self-directed learning,Undirected,2717,,1,"#000000"
information,modelling,Undirected,2721,,1,"#000000"
information,models,Undirected,2722,,1,"#000000"
information and communication technology (ict) competencies,mathematics teachers,Undirected,2723,,1,"#000000"
information and communication technology (ict) competencies,secondary school,Undirected,2724,,1,"#000000"
information processing,teacher training,Undirected,2725,,1,"#000000"
initial teacher education,mathematical knowledge for teaching proof,Undirected,2726,,1,"#000000"
initial teacher education,mathematics teaching,Undirected,2727,,1,"#000000"
initial teacher education,proof,Undirected,2728,,1,"#000000"
initial teacher education,role,Undirected,2729,,1,"#000000"
initial teacher education,whole-class discussion,Undirected,2730,,1,"#000000"
innovation,mist project,Undirected,2731,,1,"#000000"
innovation,turtle geometry,Undirected,2732,,1,"#000000"
innovations,mathematics education,Undirected,2733,,1,"#000000"
innovations,scale,Undirected,2734,,1,"#000000"
inquiry,least squares,Undirected,2737,,1,"#000000"
inquiry,linear algebra,Undirected,2738,,1,"#000000"
inquiry,mathematics teacher educator,Undirected,2739,,1,"#000000"
inquiry,practice-based research,Undirected,2740,,1,"#000000"
inquiry,professional learning,Undirected,2741,,1,"#000000"
inquiry based learning,mathematics education,Undirected,2742,,1,"#000000"
inquiry based learning,mathematics instruction,Undirected,2743,,1,"#000000"
inquiry based learning,mathematics teachers collaboration,Undirected,2744,,1,"#000000"
inquiry based learning,professional development,Undirected,2745,,1,"#000000"
inquiry stance,praxeologies,Undirected,2746,,1,"#000000"
inquiry stance,study and research paths,Undirected,2747,,1,"#000000"
inquiry stance,the anthropological theory of the didactic,Undirected,2748,,1,"#000000"
inquiry-based learning,investigative questions,Undirected,2750,,1,"#000000"
inquiry-based learning,manifestations of contradictions,Undirected,2751,,1,"#000000"
inquiry-based learning,mathematics teacher practice,Undirected,2752,,1,"#000000"
inquiry-based learning,pre-service teachers,Undirected,2753,,1,"#000000"
inquiry-based learning,problem posing,Undirected,2754,,1,"#000000"
inquiry-based learning,secondary schools,Undirected,2755,,1,"#000000"
inquiry-based learning,statistics,Undirected,2756,,1,"#000000"
inquiry-based learning,study and research paths,Undirected,2757,,1,"#000000"
inservice teachers,mathematical tasks,Undirected,2758,,1,"#000000"
inservice teachers,motion problem,Undirected,2759,,1,"#000000"
inservice teachers,preservice teachers,Undirected,2760,,1,"#000000"
instagram,integrated education,Undirected,2761,,1,"#000000"
instagram,social media,Undirected,2762,,1,"#000000"
instagram,stem education,Undirected,2763,,1,"#000000"
instagram,world of work,Undirected,2764,,1,"#000000"
institutional transition problem,lesson study,Undirected,2765,,1,"#000000"
instruction support,primary education,Undirected,2766,,1,"#000000"
instruction support,reasoning,Undirected,2767,,1,"#000000"
instructional change,laboratory of mathematics,Undirected,2768,,1,"#000000"
instructional change,role of mathematics textbooks,Undirected,2769,,1,"#000000"
instructional competence,modelling instruction,Undirected,2770,,1,"#000000"
instructional competence,scaffolding practices,Undirected,2771,,1,"#000000"
instructional design,risk literacy,Undirected,2772,,1,"#000000"
instructional design,statistics education,Undirected,2773,,1,"#000000"
instructional interactions,linear algebra,Undirected,2774,,1,"#000000"
instructional interactions,problem solving,Undirected,2775,,1,"#000000"
instructional interactions,secondary-tertiary transition,Undirected,2776,,1,"#000000"
instructional strategies,integration methods,Undirected,2777,,1,"#000000"
instructional strategies,mathematics education,Undirected,2778,,1,"#000000"
instructional video,stack,Undirected,2781,,1,"#000000"
instructional video,student misconception,Undirected,2782,,1,"#000000"
instructional video,techer education,Undirected,2783,,1,"#000000"
instructional videos,interactive features,Undirected,2784,,1,"#000000"
instructional videos,two-phase instructional designs,Undirected,2785,,1,"#000000"
instructional videos,variables as generalizers,Undirected,2786,,1,"#000000"
instrument,visual representation,Undirected,2787,,1,"#000000"
instrumental approach,instrumental distance,Undirected,2788,,1,"#000000"
instrumental approach,instrumental genesis,Undirected,2789,,1,"#000000"
instrumental approach,instrumental orchestration,Undirected,2790,,1,"#000000"
instrumental approach,problem posing,Undirected,2791,,1,"#000000"
instrumental approach,reflection,Undirected,2792,,1,"#000000"
instrumental distance,instrumental genesis,Undirected,2793,,1,"#000000"
instrumental distance,instrumental orchestration,Undirected,2794,,1,"#000000"
instrumental distance,problem posing,Undirected,2795,,1,"#000000"
instrumental distance,reflection,Undirected,2796,,1,"#000000"
instrumental genesis,instrumental orchestration,Undirected,2797,,1,"#000000"
instrumental genesis,mathematics teachers,Undirected,2798,,1,"#000000"
instrumental genesis,problem posing,Undirected,2799,,1,"#000000"
instrumental genesis,problem solving,Undirected,2800,,1,"#000000"
instrumental genesis,reflection,Undirected,2801,,1,"#000000"
instrumental genesis,semiotic bundle,Undirected,2802,,1,"#000000"
instrumental genesis,spreadsheets,Undirected,2803,,1,"#000000"
instrumental genesis,students’ obstacles,Undirected,2804,,1,"#000000"
instrumental genesis,students’ perspective,Undirected,2805,,1,"#000000"
instrumental genesis,teacher’s aids,Undirected,2806,,1,"#000000"
instrumental genesis,technologies,Undirected,2807,,1,"#000000"
instrumental orchestration,primary mathematics,Undirected,2808,,1,"#000000"
