Source,Target,Type,Id,Label,Weight
five big ideas in ai,integration methods,Undirected,2230,,1
five big ideas in ai,mathematics education,Undirected,2231,,1
formative,simulations,Undirected,2246,,1
formative,teacher education-preservice,Undirected,2247,,1
formative,teacher educator,Undirected,2248,,1
formative assessment,instrumental orchestration,Undirected,2249,,1
formative assessment,latent transition analysis,Undirected,2250,,1
formative assessment,letter-as-object misconception,Undirected,2251,,1
formative assessment,preservice teachers,Undirected,2252,,1
formative assessment,professional development,Undirected,2253,,1
formative assessment,summative assessment,Undirected,2254,,1
formative assessment,teacher education,Undirected,2255,,1
formative assessment,technology-enhanced classrooms,Undirected,2256,,1
formative assessment,variables,Undirected,2257,,1
fraction as an operator,primary school students,Undirected,2263,,1
fraction as an operator,problem solving,Undirected,2264,,1
fraction comparison,learning mathematics with technology,Undirected,2265,,1
fraction division,fraction multiplication,Undirected,2266,,1
fraction division,relating registers,Undirected,2267,,1
fraction division,teacher education,Undirected,2268,,1
fraction multiplication,teacher education,Undirected,2269,,1
fractions,gestures,Undirected,2270,,1
fractions,high-quality mathematics instruction,Undirected,2271,,1
fractions,instrument,Undirected,2272,,1
fractions,intelligent tutoring systems,Undirected,2273,,1
fractions,intuitive conception,Undirected,2274,,1
fractions,lesson plan,Undirected,2275,,1
fractions,lesson study,Undirected,2276,,1
fractions,mathematics education,Undirected,2277,,1
fractions,mathematics teacher educator,Undirected,2278,,1
fractions,meaning-related vocabulary,Undirected,2279,,1
fractions,noticing,Undirected,2280,,1
fractions,problem posing,Undirected,2281,,1
fractions,problem solving,Undirected,2282,,1
fractions,professional learning,Undirected,2283,,1
fractions,proof based teaching,Undirected,2284,,1
fractions,proving,Undirected,2285,,1
fractions,representation,Undirected,2286,,1
fractions,scaffolding,Undirected,2287,,1
fractions,teacher collaboration,Undirected,2288,,1
fractions,teacher knowledge,Undirected,2289,,1
fractions,teachers’ mathematical knowledge,Undirected,2290,,1
fractions,translanguaging pedagogy,Undirected,2291,,1
fractions,variation theory,Undirected,2292,,1
fractions,visual representation,Undirected,2293,,1
function,narrative analysis,Undirected,2297,,1
function,preservice teacher,Undirected,2298,,1
function,teacher competencies,Undirected,2299,,1
function aspects,functional thinking,Undirected,2300,,1
function aspects,functions,Undirected,2301,,1
function aspects,primary school,Undirected,2302,,1
function continuity,genai,Undirected,2303,,1
function continuity,scaffolding,Undirected,2304,,1
function graphs,inclusion,Undirected,2309,,1
function graphs,multimodality,Undirected,2310,,1
function graphs,visual impairments,Undirected,2311,,1
functional mathematics,socio-epistemology approach,Undirected,2319,,1
functional mathematics,teacher professional development,Undirected,2320,,1
functional thinking,misconceptions and difficulties,Undirected,2321,,1
functional thinking,pre-service teachers,Undirected,2322,,1
functional thinking,primary school,Undirected,2323,,1
functional thinking,slope,Undirected,2324,,1
functional thinking,teacher knowledge,Undirected,2325,,1
functions,geogebra plus,Undirected,2326,,1
functions,graphs,Undirected,2327,,1
functions,inclusion,Undirected,2328,,1
functions,inservice teachers,Undirected,2329,,1
functions,mathematical tasks,Undirected,2330,,1
functions,misconceptions and difficulties,Undirected,2331,,1
functions,motion problem,Undirected,2332,,1
functions,pre-service teachers,Undirected,2333,,1
functions,preservice teachers,Undirected,2334,,1
functions,primary school,Undirected,2335,,1
functions,secondary education,Undirected,2336,,1
functions,teacher knowledge,Undirected,2337,,1
functions,visual impairments,Undirected,2338,,1
functions of illustrations,problem solving,Undirected,2339,,1
functions of illustrations,use of the illustrations,Undirected,2340,,1
functions of illustrations,word problem,Undirected,2341,,1
fundamental didactics,reference materials,Undirected,2342,,1
fundamental didactics,theory of didactical situations,Undirected,2343,,1
future scenarios,implementation,Undirected,2344,,1
future scenarios,tarot cards,Undirected,2345,,1
future scenarios,technology comprehension,Undirected,2346,,1
future teachers,geometry,Undirected,2347,,1
future teachers,reasoning and proof,Undirected,2348,,1
future teachers,technological pedagogical content knowledge,Undirected,2349,,1
game-based learning,multiplication,Undirected,2350,,1
game-based learning,play-based learning,Undirected,2351,,1
game-based learning,problem-solving,Undirected,2352,,1
game-based learning,transition to school,Undirected,2353,,1
games,prototypes,Undirected,2354,,1
genai,instrumental genesis,Undirected,2355,,1
genai,mathematics teachers,Undirected,2356,,1
genai,scaffolding,Undirected,2357,,1
genai,spreadsheets,Undirected,2358,,1
genai and large language models,university mathematics,Undirected,2359,,1
gender differences,inclusion,Undirected,2360,,1
gender differences,learning strategies,Undirected,2361,,1
gender differences,motivation,Undirected,2362,,1
gender differences,prison context,Undirected,2363,,1
gender differences,self-efficacy,Undirected,2364,,1
gender differences,stem careers,Undirected,2365,,1
gender differences,stem education,Undirected,2366,,1
gender differences,value,Undirected,2367,,1
gender gap,inclusion,Undirected,2368,,1
gender gap,mathematics,Undirected,2369,,1
gender gap,situated knowledge,Undirected,2370,,1
gender gap,standardized assessment,Undirected,2371,,1
general education,mathematical modelling,Undirected,2375,,1
general education,problem situations,Undirected,2376,,1
general solution,textbooks analysis,Undirected,2377,,1
generalisation,inclusion,Undirected,2378,,1
generalisation,problem-solving,Undirected,2379,,1
generalisation,teachers’ knowledge,Undirected,2380,,1
generalisations,patterns and structures,Undirected,2381,,1
generalisations,properties and relations,Undirected,2382,,1
generalisations,representation-based proofs,Undirected,2383,,1
generalization,numerical pattern,Undirected,2384,,1
generalization,paths of reasoning,Undirected,2385,,1
generalization,patterns,Undirected,2386,,1
generalization,primary school,Undirected,2387,,1
generalization,textbook analysis,Undirected,2388,,1
generalization,verbalization,Undirected,2389,,1
generative ai,problem-posing,Undirected,2390,,1
generative ai,tpack. pre-service high school mathematics teachers,Undirected,2391,,1
generative artificial intelligence (genai),mathematics education,Undirected,2392,,1
generative artificial intelligence (genai),professional development,Undirected,2393,,1
generative artificial intelligence (genai),second level,Undirected,2394,,1
geo-spatial data,in-service teachers,Undirected,2398,,1
geogebra,geometric reasoning,Undirected,2399,,1
geogebra,geometry,Undirected,2400,,1
geogebra,mathematical transformations,Undirected,2401,,1
geogebra,multi duo of artefacts,Undirected,2402,,1
geogebra,normal domain,Undirected,2403,,1
geogebra,polar change of coordinates,Undirected,2404,,1
geogebra,questionnaire,Undirected,2405,,1
geogebra,scaffolding,Undirected,2406,,1
geogebra,spatial ability,Undirected,2407,,1
geogebra,spatial skills,Undirected,2408,,1
geogebra,straight-line helicoids,Undirected,2409,,1
geogebra,tangible artefact,Undirected,2410,,1
geogebra,teaching and learning mathematics for engineers,Undirected,2411,,1
geogebra,virtual reality,Undirected,2412,,1
geogebra,visuospatial abilities,Undirected,2413,,1
geogebra plus,secondary education,Undirected,2414,,1
geological,materiality,Undirected,2418,,1
geological,political,Undirected,2419,,1
geometric concepts,kindergarten,Undirected,2420,,1
geometric concepts,mathematical language,Undirected,2421,,1
geometric concepts,phenomenography,Undirected,2422,,1
geometric concepts,vocational education,Undirected,2423,,1
geometric proofs,proof types,Undirected,2425,,1
geometric proofs,toulmin scheme,Undirected,2426,,1
geometric reasoning,multi duo of artefacts,Undirected,2427,,1
geometric reasoning,spatial skills,Undirected,2428,,1
geometric reasoning,tangible artefact,Undirected,2429,,1
geometric reasoning,virtual reality,Undirected,2430,,1
geometric shapes,prototypes,Undirected,2431,,1
geometric thinking,geometry,Undirected,2432,,1
geometric thinking,primary school,Undirected,2433,,1
geometrical reasoning,geometry,Undirected,2440,,1
geometrical reasoning,the use of physical and digital tools,Undirected,2441,,1
geometrical reasoning,theoretical framework,Undirected,2442,,1
geometry,groupworthy tasks,Undirected,2443,,1
geometry,information and communication technology (ict) competencies,Undirected,2444,,1
geometry,interdisciplinary,Undirected,2445,,1
geometry,joint action,Undirected,2446,,1
geometry,mathematics education,Undirected,2447,,1
geometry,mathematics teachers,Undirected,2448,,1
geometry,measurement,Undirected,2449,,1
geometry,perceptual clues,Undirected,2450,,1
geometry,proof,Undirected,2451,,1
geometry,reasoning and proof,Undirected,2452,,1
geometry,representations,Undirected,2453,,1
geometry,scaffolding,Undirected,2454,,1
geometry,secondary school,Undirected,2455,,1
geometry,secondary teacher education,Undirected,2456,,1
geometry,spatial reasoning,Undirected,2457,,1
geometry,spatial structuring,Undirected,2458,,1
geometry,strategies,Undirected,2459,,1
geometry,subject matter noticing,Undirected,2460,,1
geometry,task design,Undirected,2461,,1
geometry,teacher-researcher collaboration,Undirected,2462,,1
geometry,technological pedagogical content knowledge,Undirected,2463,,1
geometry,textbook content,Undirected,2464,,1
geometry,textbook research,Undirected,2465,,1
geometry,thales’ theorem,Undirected,2466,,1
geometry,the use of physical and digital tools,Undirected,2467,,1
geometry,theoretical framework,Undirected,2468,,1
geometry,university mathematics,Undirected,2469,,1
geometry,visual arts,Undirected,2470,,1
geometry,visualization,Undirected,2471,,1
geometry and measurement,scratch,Undirected,2472,,1
geometry curriculum,international comparative study,Undirected,2473,,1
geometry curriculum,textbook analysis,Undirected,2474,,1
geometry knowledge,preservice teacher,Undirected,2475,,1
geometry knowledge,problem solving,Undirected,2476,,1
geometry knowledge,students’ solutions,Undirected,2477,,1
gestures,scaffolding,Undirected,2483,,1
gifted education,learning environment,Undirected,2484,,1
gifted education,mathematical heterotopias,Undirected,2485,,1
gifted education,mathematically gifted,Undirected,2486,,1
gifted education,prison education,Undirected,2487,,1
gifted education,secondary schools,Undirected,2488,,1
gifted education,special needs education,Undirected,2489,,1
gifted students,illusion of linearity,Undirected,2490,,1
gifted students,problem-solving,Undirected,2491,,1
gifted students,proportional reasoning,Undirected,2492,,1
global model,knowledge model,Undirected,2493,,1
global model,teachers’ knowledge,Undirected,2494,,1
global model,technology,Undirected,2495,,1
goal structures,lower secondary school,Undirected,2496,,1
goal structures,mathematics-related affect,Undirected,2497,,1
goals-actions model,mathematical worldviews,Undirected,2498,,1
goals-actions model,teaching approach,Undirected,2499,,1
goals-actions model,the derivative concept,Undirected,2500,,1
going beyond counting,low-achieving students in mathematics,Undirected,2501,,1
going beyond counting,reasoning,Undirected,2502,,1
gpt-4,instrumental genesis,Undirected,2506,,1
gpt-4,problem solving,Undirected,2507,,1
gpt-4,students’ perspective,Undirected,2508,,1
graphical assessment,mathematics education,Undirected,2509,,1
graphical representation,polynomial functions,Undirected,2511,,1
graphical representation,rational numbers,Undirected,2512,,1
graphical representation,secondary-tertiary transition,Undirected,2513,,1
graphical representation,tree graph,Undirected,2514,,1
graphical representation,word problem solving,Undirected,2515,,1
graphs,inclusion,Undirected,2516,,1
graphs,mathematical models,Undirected,2517,,1
graphs,mental image,Undirected,2518,,1
graphs,primary school,Undirected,2519,,1
graphs,secondary school,Undirected,2520,,1
graphs,solution,Undirected,2521,,1
graphs,system of equations,Undirected,2522,,1
graphs,visual impairments,Undirected,2523,,1
group cognition,group work,Undirected,2524,,1
group cognition,instrumental genesis,Undirected,2525,,1
group work,instrumental genesis,Undirected,2528,,1
group work,interaction,Undirected,2529,,1
group work,prompt,Undirected,2530,,1
group work,teacher interventions,Undirected,2531,,1
groupworthy tasks,joint action,Undirected,2532,,1
growth mindset,mathematics achievement,Undirected,2533,,1
growth mindset,mathematics anxiety,Undirected,2534,,1
growth mindset,mathematics learning motivation,Undirected,2535,,1
growth mindset,statistics education,Undirected,2536,,1
growth mindset,teacher education,Undirected,2537,,1
guardians,questionnaire,Undirected,2538,,1
guided participation,problems of practice,Undirected,2539,,1
guided participation,teacher learning,Undirected,2540,,1
habermas’ construct of rationality,prospective teachers,Undirected,2541,,1
habermas’ construct of rationality,proving and proof,Undirected,2542,,1
habermas’ rationality,statistical reasoning,Undirected,2543,,1
habermas’ rationality,toulmin’s model,Undirected,2544,,1
habit formation,implementation research,Undirected,2545,,1
habit formation,interleaved practice,Undirected,2546,,1
habit formation,theory of change,Undirected,2547,,1
hands-on,mathematics education,Undirected,2548,,1
hands-on,steam education,Undirected,2549,,1
hands-on,sustainable development goals,Undirected,2550,,1
help-seeking,heuristic trees,Undirected,2553,,1
help-seeking,primary school,Undirected,2554,,1
help-seeking,problem-solving,Undirected,2555,,1
help-seeking,student-teacher interaction,Undirected,2556,,1
help-seeking,subject-specific support,Undirected,2557,,1
heuristic strategies,primary school,Undirected,2558,,1
heuristic strategies,problems solving,Undirected,2559,,1
heuristic strategies,solving strategies,Undirected,2560,,1
heuristic strategies,word problems,Undirected,2561,,1
heuristic trees,problem-solving,Undirected,2562,,1
high school,proof awareness,Undirected,2563,,1
high-quality mathematics instruction,lesson plan,Undirected,2571,,1
high-quality mathematics instruction,variation theory,Undirected,2572,,1
high-quality teaching,systematic literature review,Undirected,2573,,1
higher education,mathematics,Undirected,2574,,1
higher education,mathematics education,Undirected,2575,,1
higher education,self-concept,Undirected,2576,,1
higher education,stem,Undirected,2577,,1
higher education,stem education,Undirected,2578,,1
higher education,structural sense,Undirected,2579,,1
higher education,women,Undirected,2580,,1
higher-order thinking skills,systematic literature review,Undirected,2585,,1
history of education,mathematics education,Undirected,2588,,1
history of education,textbook research,Undirected,2589,,1
history of mathematics,mathematical justification,Undirected,2590,,1
history of mathematics,mathematics education research,Undirected,2591,,1
history of mathematics,original sources,Undirected,2592,,1
history of mathematics,otherness,Undirected,2593,,1
history of mathematics,primary historical sources,Undirected,2594,,1
history of mathematics,social and political dimension of mathematics education,Undirected,2595,,1
history of mathematics,teachers’ practices,Undirected,2596,,1
history of mathematics,use of figures,Undirected,2597,,1
history of mathematics education,numeracy,Undirected,2598,,1
history of mathematics education,textbook research,Undirected,2599,,1
home environment,mathematics,Undirected,2600,,1
home environment,preschool,Undirected,2601,,1
home environment,written numbers,Undirected,2602,,1
horizontal mathematization,lower secondary school,Undirected,2605,,1
horizontal mathematization,mathematical modelling,Undirected,2606,,1
horizontal mathematization,mental representation,Undirected,2607,,1
horizontal mathematization,teacher’s interventions,Undirected,2608,,1
human-centered design,instructional strategies,Undirected,2609,,1
human-centered design,integration methods,Undirected,2610,,1
human-centered design,mathematics education,Undirected,2611,,1
ideational resource,mathematics teaching framework,Undirected,2614,,1
ideational resource,pre-service teachers,Undirected,2615,,1
ideational resource,situated abstraction,Undirected,2616,,1
ideational resource,transparency,Undirected,2617,,1
identification,preservice primary teachers,Undirected,2618,,1
identification,relations in affective variables,Undirected,2619,,1
identifying,mathematising,Undirected,2620,,1
identifying,opportunities to learn,Undirected,2621,,1
identifying,university mathematics lectures,Undirected,2622,,1
identity,mathematical discourse,Undirected,2623,,1
identity,mathematics teacher educators,Undirected,2624,,1
identity,rituals,Undirected,2625,,1
identity,valsiner’s zone theory,Undirected,2626,,1
idiosyncratic structures,solving strategies,Undirected,2627,,1
illusion of linearity,problem-solving,Undirected,2628,,1
illusion of linearity,proportional reasoning,Undirected,2629,,1
implementation,innovations,Undirected,2632,,1
implementation,mathematics education,Undirected,2633,,1
implementation,mathematics teacher knowledge for teaching problem solving,Undirected,2634,,1
implementation,post-implementation,Undirected,2635,,1
implementation,preschool,Undirected,2636,,1
implementation,readiness to implement,Undirected,2637,,1
implementation,scale,Undirected,2638,,1
implementation,statistics,Undirected,2639,,1
implementation,tarot cards,Undirected,2640,,1
implementation,technology comprehension,Undirected,2641,,1
implementation,voluntary professional development,Undirected,2642,,1
implementation fidelity,mathematics teacher educator,Undirected,2643,,1
implementation fidelity,mental mathematics,Undirected,2644,,1
implementation fidelity,pre-service teachers,Undirected,2645,,1
implementation fidelity,reflective practice,Undirected,2646,,1
implementation research,influential factors,Undirected,2647,,1
implementation research,innovation,Undirected,2648,,1
implementation research,interleaved practice,Undirected,2649,,1
implementation research,mist project,Undirected,2650,,1
implementation research,theory of change,Undirected,2651,,1
improvisation,interactions,Undirected,2654,,1
improvisation,positioning theory,Undirected,2655,,1
improvisation,secondary school mathematics,Undirected,2656,,1
in-service teacher education,teacher noticing,Undirected,2659,,1
in-service teacher training,mathematical competencies,Undirected,2660,,1
in-service teacher training,stumbling stones,Undirected,2661,,1
in-service teachers,mathematics education,Undirected,2662,,1
in-service teachers,perceived difficulty,Undirected,2663,,1
in-service teachers,pre-service teachers,Undirected,2664,,1
in-service teachers,qualitative analysis,Undirected,2665,,1
in-the-moment,preservice teacher,Undirected,2666,,1
in-the-moment,student thinking,Undirected,2667,,1
in-the-moment,teacher noticing,Undirected,2668,,1
in-the-moment,video case,Undirected,2669,,1
inclusion,low-achievement,Undirected,2673,,1
inclusion,mathematics,Undirected,2674,,1
inclusion,multimodality,Undirected,2675,,1
inclusion,practices,Undirected,2676,,1
inclusion,prison context,Undirected,2677,,1
inclusion,problem-solving,Undirected,2678,,1
inclusion,remedial intervention,Undirected,2679,,1
inclusion,representation,Undirected,2680,,1
inclusion,situated knowledge,Undirected,2681,,1
inclusion,standardized assessment,Undirected,2682,,1
inclusion,teachers’ knowledge,Undirected,2683,,1
inclusive education,low-achievement,Undirected,2686,,1
inclusive education,mathematics education,Undirected,2687,,1
inclusive education,participation,Undirected,2688,,1
inclusive education,professional development,Undirected,2689,,1
inclusive education,re-enactment,Undirected,2690,,1
inclusive education,special educational,Undirected,2691,,1
inconsistency,problem posing,Undirected,2692,,1
inconsistency,prospective primary teacher,Undirected,2693,,1
inconsistency,teacher education,Undirected,2694,,1
individuality,professional development,Undirected,2697,,1
individuality,situatedness,Undirected,2698,,1
individuality,teacher education,Undirected,2699,,1
inequalities,phenomenal sign misconception,Undirected,2700,,1
inferentialism,instructional design,Undirected,2706,,1
inferentialism,risk literacy,Undirected,2707,,1
inferentialism,statistics education,Undirected,2708,,1
infinite series,partial sums,Undirected,2709,,1
infinite series,schema,Undirected,2710,,1
influential factors,innovation,Undirected,2711,,1
influential factors,mist project,Undirected,2712,,1
informal mathematics education,museums,Undirected,2713,,1
informal mathematics education,problem solving,Undirected,2714,,1
informal mathematics education,professional development,Undirected,2715,,1
informal professionalization,online professional development,Undirected,2716,,1
informal professionalization,self-directed learning,Undirected,2717,,1
information,modelling,Undirected,2721,,1
information,models,Undirected,2722,,1
information and communication technology (ict) competencies,mathematics teachers,Undirected,2723,,1
information and communication technology (ict) competencies,secondary school,Undirected,2724,,1
information processing,teacher training,Undirected,2725,,1
initial teacher education,mathematical knowledge for teaching proof,Undirected,2726,,1
initial teacher education,mathematics teaching,Undirected,2727,,1
initial teacher education,proof,Undirected,2728,,1
initial teacher education,role,Undirected,2729,,1
initial teacher education,whole-class discussion,Undirected,2730,,1
innovation,mist project,Undirected,2731,,1
innovation,turtle geometry,Undirected,2732,,1
innovations,mathematics education,Undirected,2733,,1
innovations,scale,Undirected,2734,,1
inquiry,least squares,Undirected,2737,,1
inquiry,linear algebra,Undirected,2738,,1
inquiry,mathematics teacher educator,Undirected,2739,,1
inquiry,practice-based research,Undirected,2740,,1
inquiry,professional learning,Undirected,2741,,1
inquiry based learning,mathematics education,Undirected,2742,,1
inquiry based learning,mathematics instruction,Undirected,2743,,1
inquiry based learning,mathematics teachers collaboration,Undirected,2744,,1
inquiry based learning,professional development,Undirected,2745,,1
inquiry stance,praxeologies,Undirected,2746,,1
inquiry stance,study and research paths,Undirected,2747,,1
inquiry stance,the anthropological theory of the didactic,Undirected,2748,,1
inquiry-based learning,investigative questions,Undirected,2750,,1
inquiry-based learning,manifestations of contradictions,Undirected,2751,,1
inquiry-based learning,mathematics teacher practice,Undirected,2752,,1
inquiry-based learning,pre-service teachers,Undirected,2753,,1
inquiry-based learning,problem posing,Undirected,2754,,1
inquiry-based learning,secondary schools,Undirected,2755,,1
inquiry-based learning,statistics,Undirected,2756,,1
inquiry-based learning,study and research paths,Undirected,2757,,1
inservice teachers,mathematical tasks,Undirected,2758,,1
inservice teachers,motion problem,Undirected,2759,,1
inservice teachers,preservice teachers,Undirected,2760,,1
instagram,integrated education,Undirected,2761,,1
instagram,social media,Undirected,2762,,1
instagram,stem education,Undirected,2763,,1
instagram,world of work,Undirected,2764,,1
institutional transition problem,lesson study,Undirected,2765,,1
instruction support,primary education,Undirected,2766,,1
instruction support,reasoning,Undirected,2767,,1
instructional change,laboratory of mathematics,Undirected,2768,,1
instructional change,role of mathematics textbooks,Undirected,2769,,1
instructional competence,modelling instruction,Undirected,2770,,1
instructional competence,scaffolding practices,Undirected,2771,,1
instructional design,risk literacy,Undirected,2772,,1
instructional design,statistics education,Undirected,2773,,1
instructional interactions,linear algebra,Undirected,2774,,1
instructional interactions,problem solving,Undirected,2775,,1
instructional interactions,secondary-tertiary transition,Undirected,2776,,1
instructional strategies,integration methods,Undirected,2777,,1
instructional strategies,mathematics education,Undirected,2778,,1
instructional video,stack,Undirected,2781,,1
instructional video,student misconception,Undirected,2782,,1
instructional video,techer education,Undirected,2783,,1
instructional videos,interactive features,Undirected,2784,,1
instructional videos,two-phase instructional designs,Undirected,2785,,1
instructional videos,variables as generalizers,Undirected,2786,,1
instrument,visual representation,Undirected,2787,,1
instrumental approach,instrumental distance,Undirected,2788,,1
instrumental approach,instrumental genesis,Undirected,2789,,1
instrumental approach,instrumental orchestration,Undirected,2790,,1
instrumental approach,problem posing,Undirected,2791,,1
instrumental approach,reflection,Undirected,2792,,1
instrumental distance,instrumental genesis,Undirected,2793,,1
instrumental distance,instrumental orchestration,Undirected,2794,,1
instrumental distance,problem posing,Undirected,2795,,1
instrumental distance,reflection,Undirected,2796,,1
instrumental genesis,instrumental orchestration,Undirected,2797,,1
instrumental genesis,mathematics teachers,Undirected,2798,,1
instrumental genesis,problem posing,Undirected,2799,,1
instrumental genesis,problem solving,Undirected,2800,,1
instrumental genesis,reflection,Undirected,2801,,1
instrumental genesis,semiotic bundle,Undirected,2802,,1
instrumental genesis,spreadsheets,Undirected,2803,,1
instrumental genesis,students’ obstacles,Undirected,2804,,1
instrumental genesis,students’ perspective,Undirected,2805,,1
instrumental genesis,teacher’s aids,Undirected,2806,,1
instrumental genesis,technologies,Undirected,2807,,1
instrumental orchestration,primary mathematics,Undirected,2808,,1
instrumental orchestration,problem posing,Undirected,2809,,1
instrumental orchestration,reflection,Undirected,2810,,1
instrumental orchestration,robot coding integration,Undirected,2811,,1
instrumental orchestration,technology,Undirected,2812,,1
instruments,numeracy,Undirected,2815,,1
integrated education,social media,Undirected,2817,,1
integrated education,stem education,Undirected,2818,,1
integrated education,world of work,Undirected,2819,,1
integration,mathematics activities,Undirected,2820,,1
integration,measurement,Undirected,2821,,1
integration,middle school teachers,Undirected,2822,,1
integration,multiplication,Undirected,2823,,1
integration,multivariable functions,Undirected,2824,,1
integration,primary grades,Undirected,2825,,1
integration,stem,Undirected,2826,,1
integration,stem education,Undirected,2827,,1
integration methods,mathematics education,Undirected,2828,,1
intelligent environment,learning goals,Undirected,2830,,1
intelligent environment,secondary mathematics education,Undirected,2831,,1
intelligent environment,teacher autonomy,Undirected,2832,,1
intelligent environment,visual representation,Undirected,2833,,1
intended learning outcomes,mathematics teacher education,Undirected,2834,,1
intended learning outcomes,planning,Undirected,2835,,1
intended learning outcomes,praxeologies,Undirected,2836,,1
interaction,norms,Undirected,2837,,1
interaction,preservice teachers,Undirected,2838,,1
interaction,prompt,Undirected,2839,,1
interaction,teacher interventions,Undirected,2840,,1
interaction analysis,norms,Undirected,2841,,1
interaction analysis,representation,Undirected,2842,,1
interaction analysis,symbolic interactionism,Undirected,2843,,1
interactions,secondary school mathematics,Undirected,2847,,1
interactive features,two-phase instructional designs,Undirected,2848,,1
interactive features,variables as generalizers,Undirected,2849,,1
interactive video,multiplication,Undirected,2853,,1
interactive video,primary school children,Undirected,2854,,1
interactive video,student processes,Undirected,2855,,1
interdisciplinarity,mathematics,Undirected,2856,,1
interdisciplinarity,modelling,Undirected,2857,,1
interdisciplinarity,modular arithmetic,Undirected,2858,,1
interdisciplinarity,semiosphere,Undirected,2859,,1
interdisciplinarity,semiotic,Undirected,2860,,1
interdisciplinarity,ste(a)m,Undirected,2861,,1
interdisciplinarity,steam education,Undirected,2862,,1
interdisciplinarity,technology,Undirected,2863,,1
interdisciplinary,spatial reasoning,Undirected,2864,,1
interdisciplinary,task design,Undirected,2865,,1
interdisciplinary,visual arts,Undirected,2866,,1
interdisciplinary approach,preservice teacher education,Undirected,2867,,1
interdisciplinary approach,teacher expertise,Undirected,2868,,1
interdisciplinary approach,textbooks,Undirected,2869,,1
interdisciplinary approaches,josephus problem,Undirected,2870,,1
interdisciplinary approaches,problem-solving,Undirected,2871,,1
interface tasks,pre-service teachers,Undirected,2872,,1
interface tasks,scriptwriting,Undirected,2873,,1
interface tasks,symmetry,Undirected,2874,,1
interleaved practice,theory of change,Undirected,2875,,1
international comparative study,textbook analysis,Undirected,2876,,1
interschool communication,mathematical preparation,Undirected,2882,,1
interschool communication,organization of studies,Undirected,2883,,1
interschool communication,secondary-tertiary transition,Undirected,2884,,1
interschool communication,teacher expectations of students,Undirected,2885,,1
intervention,structural approach,Undirected,2886,,1
intervention,two-digit subtraction,Undirected,2887,,1
intervention,variation theory,Undirected,2888,,1
interview,manipulatives,Undirected,2889,,1
interview,tpack,Undirected,2890,,1
interview study,mathematical modelling,Undirected,2891,,1
interview study,portfolio,Undirected,2892,,1
intra-action,mathematical discursive practices,Undirected,2893,,1
intra-action,multilingual,Undirected,2894,,1
intra-action,word problems,Undirected,2895,,1
intrinsic geometry,programming,Undirected,2896,,1
intuitive conception,mathematics education,Undirected,2900,,1
intuitive conception,problem solving,Undirected,2901,,1
intuitive conception,representation,Undirected,2902,,1
intuitive geometry,secondary education,Undirected,2903,,1
intuitive geometry,two-column proofs,Undirected,2904,,1
investigative questions,statistics,Undirected,2905,,1
investigative questions,study and research paths,Undirected,2906,,1
isomorphism,lower secondary school pupils,Undirected,2910,,1
istem,praxeology,Undirected,2911,,1
istem,secondary school,Undirected,2912,,1
itineraries,map-reading,Undirected,2913,,1
itineraries,programming,Undirected,2914,,1
itineraries,robotics,Undirected,2915,,1
josephus problem,problem-solving,Undirected,2916,,1
judgements,open modelling problems,Undirected,2917,,1
judgements,openness,Undirected,2918,,1
judgements,teacher education,Undirected,2919,,1
kindergarten,language,Undirected,2922,,1
kindergarten,mathematical argumentation,Undirected,2923,,1
kindergarten,mathematical language,Undirected,2924,,1
kindergarten,multiplicative comparison,Undirected,2925,,1
kindergarten,multiplicative problems,Undirected,2926,,1
kindergarten,multiplicative reasoning,Undirected,2927,,1
kindergarten,pedagogy,Undirected,2928,,1
kindergarten,performance,Undirected,2929,,1
kindergarten,representations,Undirected,2930,,1
kindergarten,strategies,Undirected,2931,,1
kindergarten,symmetry-breaking,Undirected,2932,,1
kindergarten class,mathematical awareness,Undirected,2933,,1
kindergarten teachers,preschool education,Undirected,2934,,1
kindergarten teachers,professional development,Undirected,2935,,1
klein’s second discontinuity,textbook analysis,Undirected,2936,,1
klein’s second discontinuity,university mathematics for prospective teachers,Undirected,2937,,1
knowledge model,teachers’ knowledge,Undirected,2940,,1
knowledge model,technology,Undirected,2941,,1
knowledgeable other,lesson study,Undirected,2942,,1
knowledgeable other,mathematics,Undirected,2943,,1
knowledgeable other,sharing contents,Undirected,2944,,1
knowledgeable other,teacher education,Undirected,2945,,1
kom-framework,mathematical models,Undirected,2946,,1
kom-framework,stem education,Undirected,2947,,1
kyozai kenkyuu,lesson study,Undirected,2948,,1
kyozai kenkyuu,textbooks,Undirected,2949,,1
laboratory of mathematics,role of mathematics textbooks,Undirected,2952,,1
lakatos,reasoning,Undirected,2953,,1
lakatos,recipes,Undirected,2954,,1
lakatos-style investigation,primary school teachers,Undirected,2955,,1
lakatos-style investigation,proof and proving,Undirected,2956,,1
lakatos-style investigation,teacher views,Undirected,2957,,1
lakatos-style investigation,value-cost-expectancy framework.,Undirected,2958,,1
language,mathematical learning processes,Undirected,2961,,1
language,multiplicative comparison,Undirected,2962,,1
language,representations,Undirected,2963,,1
language,research knowledge,Undirected,2964,,1
language,transposition,Undirected,2965,,1
language as a resource,task design,Undirected,2966,,1
language means,scalar product,Undirected,2967,,1
language-responsive teaching,noticing,Undirected,2968,,1
large language model,problem solving,Undirected,2969,,1
