Id,Label,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,X,Y,Z,Size,Color
low-achievement,low-achievement,8,8,7,6,0.260063,0.276484,2928.30401,0.008972,0.008972,0.000974,0,0.136428,0.567403,0.854598,0.054688,"#a463f2"
mathematical discourse,mathematical discourse,4,4,7,7,0.207677,0.218193,0,0.000629,0.000629,0.00061,0,0.209115,0.513238,0.920491,0.023438,"#a463f2"
mathematical induction,mathematical induction,3,3,7,7,0.204016,0.213819,0,0.000479,0.000479,0.000526,0,0.117833,0.561556,0.934917,0.015625,"#a463f2"
remedial intervention,remedial intervention,4,4,7,7,0.24047,0.254481,0,0.004147,0.004147,0.00054,0,0.197753,0.538192,0.917544,0.023438,"#a463f2"
rituals,rituals,4,4,7,7,0.207677,0.218193,0,0.000629,0.000629,0.00061,0,0.203197,0.523379,0.922668,0.023438,"#a463f2"
saming between realizations,saming between realizations,2,2,7,7,0.203985,0.213443,0,0.000446,0.000446,0.000396,0,0.123931,0.479978,0.950083,0.007812,"#a463f2"
teaching and learning activities,teaching and learning activities,3,3,7,7,0.204016,0.213819,0,0.000479,0.000479,0.000526,0,0.123473,0.551891,0.93864,0.015625,"#a463f2"
common european numeracy framework (cenf),common european numeracy framework (cenf),4,4,2,6,0.235242,0.246744,0,0.004162,0.004162,0.0006,0,0.565358,0.989859,0.921469,0.023438,"#4269d0"
lifelong learning,lifelong learning,4,4,2,6,0.235242,0.246744,0,0.004162,0.004162,0.0006,0,0.571277,1,0.918349,0.023438,"#4269d0"
social work education,social work education,4,4,2,6,0.235242,0.246744,0,0.004162,0.004162,0.0006,0,0.577195,0.989859,0.918369,0.023438,"#4269d0"
communicative rationality,communicative rationality,4,4,2,6,0.246893,0.259817,0,0.008225,0.008225,0.00056,0,0.571889,0.833675,0.91666,0.023438,"#4269d0"
disinformation,disinformation,4,4,2,6,0.246893,0.259817,0,0.008225,0.008225,0.00056,0,0.577807,0.823534,0.918551,0.023438,"#4269d0"
social media,social media,8,8,2,6,0.260572,0.275858,853.043833,0.012937,0.012937,0.001036,0,0.397417,0.645665,0.859199,0.054688,"#4269d0"
statistical literacy,statistical literacy,4,4,2,6,0.246893,0.259817,0,0.008225,0.008225,0.00056,0,0.565971,0.823534,0.917306,0.023438,"#4269d0"
patterns of participation,patterns of participation,4,4,4,7,0.251988,0.266219,0,0.007534,0.007534,0.000523,0,0.778036,0.797753,0.922944,0.023438,"#6cc5b0"
comparative research,comparative research,3,3,2,6,0.288783,0.305435,0,0.031313,0.031314,0.000484,0,0.288895,0.690372,0.935687,0.015625,"#4269d0"
curriculum research,curriculum research,3,3,2,6,0.288783,0.305435,0,0.031313,0.031314,0.000484,0,0.311456,0.690372,0.931311,0.015625,"#4269d0"
educational history,educational history,3,3,2,6,0.288783,0.305435,0,0.031313,0.031314,0.000484,0,0.300175,0.709703,0.932064,0.015625,"#4269d0"
comparative textbook analysis,comparative textbook analysis,3,3,0,7,0.200754,0.208735,0,0.000596,0.000596,0.000557,0,0.225294,0.35564,0.932061,0.015625,"#ff8ab7"
mathematics workbooks,mathematics workbooks,3,3,0,7,0.200754,0.208735,0,0.000596,0.000596,0.000557,0,0.247855,0.35564,0.93189,0.015625,"#ff8ab7"
role of zero,role of zero,3,3,0,7,0.200754,0.208735,0,0.000596,0.000596,0.000557,0,0.242214,0.365306,0.931536,0.015625,"#ff8ab7"
competences,competences,3,3,2,7,0.197595,0.204848,0,0.000596,0.000596,0.00056,0,0.261615,0.791199,0.936571,0.015625,"#4269d0"
curriculum,curriculum,7,7,2,6,0.246117,0.259755,3984,0.007962,0.007962,0.001067,0,0.654957,0.791835,0.865769,0.046875,"#4269d0"
non-mathematics degrees,non-mathematics degrees,3,3,2,7,0.197595,0.204848,0,0.000596,0.000596,0.00056,0,0.272895,0.791199,0.935281,0.015625,"#4269d0"
transition,transition,3,3,2,7,0.197595,0.204848,0,0.000596,0.000596,0.00056,0,0.267255,0.800864,0.932503,0.015625,"#4269d0"
competency,competency,4,4,1,7,0.215896,0.226219,0,0.002,0.002,0.000609,0,0.656001,0.357545,0.917446,0.023438,"#efb118"
inferentialism,inferentialism,4,4,1,7,0.215896,0.226219,0,0.002,0.002,0.000609,0,0.667838,0.357545,0.92229,0.023438,"#efb118"
instructional design,instructional design,4,4,1,7,0.215896,0.226219,0,0.002,0.002,0.000609,0,0.661919,0.367686,0.920536,0.023438,"#efb118"
competition,competition,4,4,2,6,0.258096,0.271863,0,0.013018,0.013018,0.000581,0,0.52307,0.910328,0.92927,0.023438,"#4269d0"
dual-process theory,dual-process theory,4,4,2,6,0.258096,0.271863,0,0.013018,0.013018,0.000581,0,0.517151,0.920469,0.921523,0.023438,"#4269d0"
exit exams,exit exams,4,4,2,6,0.258096,0.271863,0,0.013018,0.013018,0.000581,0,0.517151,0.900186,0.93146,0.023438,"#4269d0"
multiple-choice,multiple-choice,4,4,2,6,0.258096,0.271863,0,0.013018,0.013018,0.000581,0,0.511233,0.910328,0.935235,0.023438,"#4269d0"
computer programming,computer programming,3,3,2,6,0.278219,0.293852,0,0.028234,0.028234,0.000408,0,0.28445,0.798945,0.935923,0.015625,"#4269d0"
innovation,innovation,6,6,2,6,0.265828,0.281142,3373.770516,0.016833,0.016833,0.000873,0,0.591311,0.746888,0.884156,0.039062,"#4269d0"
mathematical competencies,mathematical competencies,5,5,2,6,0.264981,0.279539,3984,0.015516,0.015516,0.000804,0,0.449808,0.617032,0.895894,0.03125,"#4269d0"
mathematical problem-solving,mathematical problem-solving,6,6,2,6,0.273981,0.290183,1571.338784,0.01822,0.01822,0.000738,0,0.597785,0.735794,0.891307,0.039062,"#4269d0"
turtle geometry,turtle geometry,3,3,2,6,0.265087,0.279038,0,0.016386,0.016386,0.000437,0,0.220072,0.754495,0.933951,0.015625,"#4269d0"
computational problem-solving practices,computational problem-solving practices,3,3,2,6,0.264928,0.278788,0,0.01698,0.01698,0.000422,0,0.204225,0.787377,0.93799,0.015625,"#4269d0"
geometry and measurement,geometry and measurement,3,3,2,6,0.264928,0.278788,0,0.01698,0.01698,0.000422,0,0.215505,0.787377,0.93563,0.015625,"#4269d0"
evaluative thinking,evaluative thinking,3,3,2,6,0.286175,0.302642,0,0.027758,0.027758,0.000405,0,0.246776,0.69474,0.933236,0.015625,"#4269d0"
interdisciplinary approaches,interdisciplinary approaches,3,3,2,6,0.275855,0.290821,0,0.019827,0.019827,0.000432,0,0.154774,0.743038,0.934816,0.015625,"#4269d0"
josephus problem,josephus problem,3,3,2,6,0.275855,0.290821,0,0.019827,0.019827,0.000432,0,0.143494,0.743038,0.934009,0.015625,"#4269d0"
lego education,lego education,4,4,2,6,0.268835,0.283646,0,0.018818,0.018818,0.000541,0,0.567122,0.948394,0.916619,0.023438,"#4269d0"
linear functions,linear functions,4,4,2,6,0.283372,0.299862,0,0.029697,0.029697,0.000499,0,0.591965,0.85766,0.923866,0.023438,"#4269d0"
mathematical modeling,mathematical modeling,2,2,2,6,0.264612,0.277911,0,0.013288,0.013288,0.00036,0,0.580747,0.675175,0.952034,0.007812,"#4269d0"
moonbase activity,moonbase activity,4,4,2,6,0.268835,0.283646,0,0.018818,0.018818,0.000541,0,0.561203,0.958536,0.919518,0.023438,"#4269d0"
python,python,2,2,2,6,0.264612,0.277911,0,0.013288,0.013288,0.00036,0,0.570022,0.675175,0.946756,0.007812,"#4269d0"
spatial reasoning,spatial reasoning,8,8,2,5,0.302431,0.322577,611.307728,0.05969,0.05969,0.000914,0,0.390386,0.633618,0.86799,0.054688,"#4269d0"
student teachers,student teachers,4,4,2,6,0.306047,0.327198,0,0.058022,0.058022,0.0005,0,0.572076,0.851033,0.920829,0.023438,"#4269d0"
wedo 2.0 core set,wedo 2.0 core set,4,4,2,6,0.268835,0.283646,0,0.018818,0.018818,0.000541,0,0.555285,0.948394,0.922015,0.023438,"#4269d0"
computer science education,computer science education,3,3,4,6,0.25,0.263787,0,0.007465,0.007465,0.000455,0,0.9833,0.72981,0.932049,0.015625,"#6cc5b0"
polya,polya,3,3,4,6,0.25,0.263787,0,0.007465,0.007465,0.000455,0,0.937896,0.694087,0.937468,0.015625,"#6cc5b0"
secondary education,secondary education,15,15,4,6,0.268563,0.289244,9099.977391,0.013283,0.013282,0.001954,0,0.886223,0.672897,0.761075,0.109375,"#6cc5b0"
computer-environment,computer-environment,2,2,2,7,0.219855,0.228818,0,0.001335,0.001335,0.000387,0,0.501312,0.658221,0.949511,0.007812,"#4269d0"
objectification,objectification,2,2,2,7,0.219855,0.228818,0,0.001335,0.001335,0.000387,0,0.490588,0.658221,0.948758,0.007812,"#4269d0"
computer-supported collaborative learning,computer-supported collaborative learning,4,4,7,7,0.224225,0.23748,0,0.001617,0.001617,0.000563,0,0.210506,0.534811,0.920963,0.023438,"#a463f2"
mathematical communication,mathematical communication,4,4,7,7,0.224225,0.23748,0,0.001617,0.001617,0.000563,0,0.222342,0.534811,0.921126,0.023438,"#a463f2"
mathematical digital competency,mathematical digital competency,4,4,7,7,0.224225,0.23748,0,0.001617,0.001617,0.000563,0,0.216424,0.544953,0.920524,0.023438,"#a463f2"
concept definition,concept definition,4,4,3,8,0.16625,0.172958,0,0.000022,0.000022,0.000664,0,0.305723,0.054246,0.938168,0.023438,"#ff725c"
conceptual breaks,conceptual breaks,4,4,3,8,0.16625,0.172958,0,0.000022,0.000022,0.000664,0,0.31756,0.054246,0.937103,0.023438,"#ff725c"
sine,sine,4,4,3,8,0.16625,0.172958,0,0.000022,0.000022,0.000664,0,0.311642,0.044105,0.939132,0.023438,"#ff725c"
trigonometry,trigonometry,4,4,3,8,0.16625,0.172958,0,0.000022,0.000022,0.000664,0,0.311642,0.064388,0.936637,0.023438,"#ff725c"
concept introduction,concept introduction,3,3,1,7,0.218735,0.22843,0,0.002479,0.002479,0.000534,0,0.821996,0.348258,0.933024,0.015625,"#efb118"
teaching culture,teaching culture,3,3,1,7,0.218735,0.22843,0,0.002479,0.002479,0.000534,0,0.833276,0.348258,0.96207,0.015625,"#efb118"
tensions,tensions,7,7,1,6,0.279798,0.3,3984,0.033089,0.033089,0.000975,0,0.742744,0.605145,0.89186,0.046875,"#efb118"
university mathematics teaching,university mathematics teaching,3,3,1,7,0.218735,0.22843,0,0.002479,0.002479,0.000534,0,0.827636,0.357923,0.93878,0.015625,"#efb118"
conceptual blending,conceptual blending,4,4,4,6,0.240861,0.253894,0,0.004342,0.004342,0.000555,0,0.823502,0.758018,0.922457,0.023438,"#6cc5b0"
emerging embodied technology,emerging embodied technology,4,4,4,6,0.240861,0.253894,0,0.004342,0.004342,0.000555,0,0.817584,0.768159,0.923518,0.023438,"#6cc5b0"
geogebra plus,geogebra plus,4,4,4,6,0.240861,0.253894,0,0.004342,0.004342,0.000555,0,0.811665,0.758018,0.920042,0.023438,"#6cc5b0"
conceptual change,conceptual change,3,3,1,7,0.271577,0.288534,0,0.020473,0.020473,0.000442,0,0.807852,0.46094,0.935617,0.015625,"#efb118"
fraction division,fraction division,7,7,1,6,0.286977,0.306399,1746.213924,0.029302,0.029302,0.000893,0,0.749497,0.593574,0.877915,0.046875,"#efb118"
fraction multiplication,fraction multiplication,3,3,1,7,0.271577,0.288534,0,0.020473,0.020473,0.000442,0,0.796571,0.46094,0.931283,0.015625,"#efb118"
discourse practices,discourse practices,3,3,6,7,0.229167,0.240161,0,0.001966,0.001966,0.000503,0,0.167585,0.248485,0.938886,0.015625,"#3ca951"
discursive,discursive,4,4,6,6,0.256653,0.270786,0,0.010621,0.010621,0.00054,0,0.038323,0.184735,0.921081,0.023438,"#3ca951"
general solution,general solution,3,3,6,7,0.238232,0.249916,0,0.002329,0.002329,0.000455,0,0.197437,0.247386,0.939113,0.015625,"#3ca951"
going beyond counting,going beyond counting,3,3,6,7,0.23658,0.249215,0,0.002514,0.002514,0.000453,0,0.239463,0.265484,0.946044,0.015625,"#3ca951"
language means,language means,3,3,6,7,0.229167,0.240161,0,0.001966,0.001966,0.000503,0,0.173225,0.258151,0.938572,0.015625,"#3ca951"
low-achieving students in mathematics,low-achieving students in mathematics,3,3,6,7,0.23658,0.249215,0,0.002514,0.002514,0.000453,0,0.228183,0.265484,0.949773,0.015625,"#3ca951"
mental models,mental models,3,3,6,7,0.229167,0.240161,0,0.001966,0.001966,0.000503,0,0.184506,0.23882,0.939184,0.015625,"#3ca951"
partitive division,partitive division,3,3,6,7,0.229167,0.240161,0,0.001966,0.001966,0.000503,0,0.178866,0.248485,0.936035,0.015625,"#3ca951"
professional growth,professional growth,4,4,3,6,0.240949,0.255723,0,0.003494,0.003494,0.000545,0,0.306892,0.151568,0.916656,0.023438,"#ff725c"
quotative division,quotative division,3,3,6,7,0.229167,0.240161,0,0.001966,0.001966,0.000503,0,0.161945,0.23882,0.937636,0.015625,"#3ca951"
relating registers,relating registers,4,4,6,6,0.256653,0.270786,0,0.010621,0.010621,0.00054,0,0.105996,0.196382,0.925555,0.023438,"#3ca951"
scalar product,scalar product,3,3,6,7,0.229167,0.240161,0,0.001966,0.001966,0.000503,0,0.173225,0.23882,0.934225,0.015625,"#3ca951"
textbooks analysis,textbooks analysis,3,3,6,7,0.238232,0.249916,0,0.002329,0.002329,0.000455,0,0.17965,0.268455,0.937701,0.015625,"#3ca951"
conditional statement,conditional statement,4,4,1,6,0.229285,0.240746,0,0.002701,0.002701,0.000585,0,0.668447,0.310094,0.917578,0.023438,"#efb118"
dge,dge,4,4,1,6,0.229285,0.240746,0,0.002701,0.002701,0.000585,0,0.662528,0.299953,0.921181,0.023438,"#efb118"
paper folding,paper folding,6,6,1,6,0.232286,0.245304,1059.205808,0.003011,0.003011,0.000851,0,0.624808,0.565039,0.886346,0.039062,"#efb118"
synergy,synergy,4,4,1,6,0.229285,0.240746,0,0.002701,0.002701,0.000585,0,0.674365,0.299953,0.91835,0.023438,"#efb118"
consumerism,consumerism,3,3,2,6,0.243952,0.257037,0,0.006755,0.006755,0.000508,0,0.175414,0.722391,0.940026,0.015625,"#4269d0"
dilemmas,dilemmas,3,3,2,6,0.243952,0.257037,0,0.006755,0.006755,0.000508,0,0.181054,0.732056,0.935951,0.015625,"#4269d0"
textile dilemmas,textile dilemmas,3,3,2,6,0.243952,0.257037,0,0.006755,0.006755,0.000508,0,0.164134,0.722391,0.936652,0.015625,"#4269d0"
content-visual proving,content-visual proving,3,3,6,6,0.249298,0.260719,0,0.004652,0.004652,0.00044,0,0.245832,0.244071,0.931695,0.015625,"#3ca951"
instruction support,instruction support,3,3,6,6,0.249298,0.260719,0,0.004652,0.004652,0.00044,0,0.234552,0.244071,0.929945,0.015625,"#3ca951"
context,context,4,4,1,7,0.277118,0.297374,0,0.036924,0.036924,0.000535,0,0.644401,0.317702,0.92437,0.023438,"#efb118"
individuality,individuality,4,4,1,7,0.277118,0.297374,0,0.036924,0.036924,0.000535,0,0.656237,0.317702,0.916199,0.023438,"#efb118"
situatedness,situatedness,4,4,1,7,0.277118,0.297374,0,0.036924,0.036924,0.000535,0,0.650319,0.327844,0.920321,0.023438,"#efb118"
continuous quantity,continuous quantity,4,4,2,6,0.24598,0.258628,0,0.007852,0.007852,0.000594,0,0.612336,0.95691,0.91656,0.023438,"#4269d0"
length measurement,length measurement,4,4,2,6,0.24598,0.258628,0,0.007852,0.007852,0.000594,0,0.606418,0.967052,0.916342,0.023438,"#4269d0"
number,number,4,4,2,6,0.24598,0.258628,0,0.007852,0.007852,0.000594,0,0.6005,0.95691,0.915132,0.023438,"#4269d0"
correspondence and covariation approaches,correspondence and covariation approaches,2,2,3,7,0.221427,0.231319,0,0.001615,0.001615,0.000378,0,0.43712,0.058955,0.953372,0.007812,"#ff725c"
quadratic functions,quadratic functions,2,2,3,7,0.221427,0.231319,0,0.001615,0.001615,0.000378,0,0.426395,0.058955,0.950472,0.007812,"#ff725c"
cost,cost,4,4,1,6,0.248321,0.261345,0,0.007865,0.007865,0.000581,0,0.696504,0.320415,0.919133,0.023438,"#efb118"
expectancies for success,expectancies for success,4,4,1,6,0.248321,0.261345,0,0.007865,0.007865,0.000581,0,0.696504,0.300132,0.917964,0.023438,"#efb118"
task values,task values,4,4,1,6,0.248321,0.261345,0,0.007865,0.007865,0.000581,0,0.690586,0.310273,0.919063,0.023438,"#efb118"
task-based motivation,task-based motivation,4,4,1,6,0.248321,0.261345,0,0.007865,0.007865,0.000581,0,0.702423,0.310273,0.916503,0.023438,"#efb118"
function graphs,function graphs,4,4,3,6,0.254396,0.267431,0,0.007485,0.007485,0.000506,0,0.369881,0.105722,0.916888,0.023438,"#ff725c"
covariational positioning,covariational positioning,4,4,4,7,0.201575,0.2101,0,0.000533,0.000533,0.000613,0,0.742807,0.787048,0.916086,0.023438,"#6cc5b0"
taxicab trigonometry,taxicab trigonometry,4,4,4,7,0.201575,0.2101,0,0.000533,0.000533,0.000613,0,0.783954,0.807895,0.916538,0.023438,"#6cc5b0"
theoretical covariation,theoretical covariation,4,4,4,7,0.201575,0.2101,0,0.000533,0.000533,0.000613,0,0.736889,0.797189,0.916844,0.023438,"#6cc5b0"
theoretical representation,theoretical representation,4,4,4,7,0.201575,0.2101,0,0.000533,0.000533,0.000613,0,0.73097,0.787048,0.916689,0.023438,"#6cc5b0"
digital tool,digital tool,3,3,4,6,0.239993,0.25144,0,0.004146,0.004146,0.000428,0,0.949876,0.700234,0.933408,0.015625,"#6cc5b0"
eye tracking,eye tracking,10,10,2,6,0.269706,0.287941,3517.718945,0.015437,0.015437,0.001227,0,0.435307,0.853034,0.822233,0.070312,"#4269d0"
slope,slope,2,2,4,7,0.227989,0.238008,0,0.002276,0.002276,0.000323,0,0.802499,0.682201,0.950729,0.007812,"#6cc5b0"
craft knowledge,craft knowledge,4,4,2,6,0.296966,0.316203,0,0.045843,0.045843,0.000517,0,0.486628,0.941217,0.923561,0.023438,"#4269d0"
structuring features of classroom practice,structuring features of classroom practice,4,4,2,6,0.296966,0.316203,0,0.045843,0.045843,0.000517,0,0.498465,0.941217,0.919951,0.023438,"#4269d0"
critical mathematics education,critical mathematics education,3,3,4,7,0.248506,0.262012,0,0.007667,0.007667,0.000443,0,0.969006,0.679308,0.936593,0.015625,"#6cc5b0"
figured worlds,figured worlds,7,7,1,6,0.274716,0.294077,969.571321,0.024425,0.024425,0.000885,0,0.722487,0.593574,0.882608,0.046875,"#efb118"
positionality,positionality,3,3,4,7,0.248506,0.262012,0,0.007667,0.007667,0.000443,0,0.980287,0.679308,0.937837,0.015625,"#6cc5b0"
cross cultural studies,cross cultural studies,3,3,2,6,0.258046,0.271488,0,0.012042,0.012042,0.000486,0,0.160687,0.679757,0.941506,0.015625,"#4269d0"
cultural differences,cultural differences,3,3,2,6,0.258046,0.271488,0,0.012042,0.012042,0.000486,0,0.183248,0.679757,0.940741,0.015625,"#4269d0"
multicultural classrooms,multicultural classrooms,3,3,2,6,0.258046,0.271488,0,0.012042,0.012042,0.000486,0,0.171967,0.679757,0.942167,0.015625,"#4269d0"
crystallization,crystallization,2,2,7,7,0.198183,0.205783,0,0.000406,0.000406,0.000386,0,0.102482,0.479978,0.958279,0.007812,"#a463f2"
doping,doping,2,2,7,7,0.198183,0.205783,0,0.000406,0.000406,0.000386,0,0.113207,0.479978,0.959356,0.007812,"#a463f2"
cultural awareness,cultural awareness,3,3,1,6,0.249859,0.264964,0,0.010401,0.010401,0.000487,0,0.866228,0.371437,0.938314,0.015625,"#efb118"
socio-cultural practices,socio-cultural practices,3,3,1,6,0.249859,0.264964,0,0.010401,0.010401,0.000487,0,0.871868,0.381102,0.942392,0.015625,"#efb118"
translation,translation,3,3,1,6,0.249859,0.264964,0,0.010401,0.010401,0.000487,0,0.877508,0.371437,0.942055,0.015625,"#efb118"
cultural historical activity theory,cultural historical activity theory,3,3,2,6,0.302363,0.322289,0,0.049369,0.049369,0.000405,0,0.239041,0.702864,0.93484,0.015625,"#4269d0"
culture,culture,4,4,4,7,0.201483,0.209916,0,0.000569,0.000569,0.00061,0,0.787147,0.834669,0.926161,0.023438,"#6cc5b0"
diversity of theories,diversity of theories,4,4,4,7,0.201483,0.209916,0,0.000569,0.000569,0.00061,0,0.781229,0.824528,0.923726,0.023438,"#6cc5b0"
research knowledge,research knowledge,4,4,4,7,0.201483,0.209916,0,0.000569,0.000569,0.00061,0,0.781229,0.844811,0.926139,0.023438,"#6cc5b0"
transposition,transposition,4,4,4,7,0.201483,0.209916,0,0.000569,0.000569,0.00061,0,0.775311,0.834669,0.924466,0.023438,"#6cc5b0"
curricular development,curricular development,3,3,2,6,0.302982,0.320736,0,0.039341,0.039342,0.000408,0,0.265859,0.742824,0.939775,0.015625,"#4269d0"
textbook content,textbook content,7,7,2,6,0.309607,0.329652,4242.919449,0.047312,0.047312,0.000822,0,0.621195,0.780264,0.888431,0.046875,"#4269d0"
curriculum analyses,curriculum analyses,4,4,0,6,0.244849,0.26013,0,0.0065,0.0065,0.000522,0,0.419801,0.418407,0.911526,0.023438,"#ff8ab7"
curriculum change,curriculum change,4,4,3,7,0.217519,0.226656,0,0.001543,0.001543,0.000622,0,0.279139,0.093402,0.925486,0.023438,"#ff725c"
paths of reasoning,paths of reasoning,4,4,3,7,0.217519,0.226656,0,0.001543,0.001543,0.000622,0,0.285057,0.08326,0.927635,0.023438,"#ff725c"
patterns,patterns,4,4,3,7,0.217519,0.226656,0,0.001543,0.001543,0.000622,0,0.27322,0.08326,0.925714,0.023438,"#ff725c"
curriculum design,curriculum design,3,3,6,7,0.220255,0.229979,0,0.001625,0.001625,0.000489,0,0.195571,0.220675,0.93489,0.015625,"#3ca951"
inquiry,inquiry,6,6,1,6,0.248275,0.263586,1220.827662,0.009783,0.009783,0.000843,0,0.65718,0.576134,0.898267,0.039062,"#efb118"
least squares,least squares,3,3,6,7,0.220255,0.229979,0,0.001625,0.001625,0.000489,0,0.184291,0.220675,0.937216,0.015625,"#3ca951"
linear algebra,linear algebra,12,12,6,6,0.270583,0.289457,7757.881639,0.013533,0.013533,0.001673,0,0.114398,0.237548,0.799696,0.085938,"#3ca951"
curriculum implementation,curriculum implementation,2,2,2,7,0.250754,0.263853,0,0.009838,0.009838,0.000366,0,0.575521,0.623105,0.953321,0.007812,"#4269d0"
primary school mathematics,primary school mathematics,2,2,2,7,0.250754,0.263853,0,0.009838,0.009838,0.000366,0,0.586245,0.623105,0.953776,0.007812,"#4269d0"
curriculum mapping,curriculum mapping,5,5,6,7,0.212654,0.222548,0,0.001139,0.001139,0.000655,0,0.105577,0.26959,0.905054,0.03125,"#3ca951"
intelligent environment,intelligent environment,5,5,6,7,0.212654,0.222548,0,0.001139,0.001139,0.000655,0,0.11797,0.26959,0.906826,0.03125,"#3ca951"
learning goals,learning goals,5,5,6,7,0.212654,0.222548,0,0.001139,0.001139,0.000655,0,0.111774,0.280208,0.906411,0.03125,"#3ca951"
teacher autonomy,teacher autonomy,5,5,6,7,0.212654,0.222548,0,0.001139,0.001139,0.000655,0,0.092226,0.273129,0.905368,0.03125,"#3ca951"
curriculum resources,curriculum resources,5,5,5,7,0.239216,0.252173,3984,0.005129,0.005129,0.000823,0,0.682037,0.141235,0.896272,0.03125,"#97bbf5"
instructional change,instructional change,3,3,5,8,0.193122,0.200243,0,0.000384,0.000384,0.000584,0,0.648401,0.127173,0.931908,0.015625,"#97bbf5"
laboratory of mathematics,laboratory of mathematics,3,3,5,8,0.193122,0.200243,0,0.000384,0.000384,0.000584,0,0.654041,0.117508,0.933648,0.015625,"#97bbf5"
role of mathematics textbooks,role of mathematics textbooks,3,3,5,8,0.193122,0.200243,0,0.000384,0.000384,0.000584,0,0.64276,0.117508,0.93248,0.015625,"#97bbf5"
data,data,2,2,4,6,0.254591,0.265377,0,0.006619,0.006619,0.000307,0,0.823948,0.682201,0.947208,0.007812,"#6cc5b0"
data literacy,data literacy,4,4,3,7,0.227599,0.240322,0,0.002674,0.002674,0.000567,0,0.283753,0.068586,0.916386,0.023438,"#ff725c"
data use,data use,4,4,3,7,0.227599,0.240322,0,0.002674,0.002674,0.000567,0,0.277835,0.058444,0.915121,0.023438,"#ff725c"
information,information,4,4,3,7,0.227599,0.240322,0,0.002674,0.002674,0.000567,0,0.289671,0.058444,0.916082,0.023438,"#ff725c"
models,models,8,8,3,6,0.257397,0.274718,1243.715813,0.009018,0.009018,0.001037,0,0.462243,0.182154,0.860421,0.054688,"#ff725c"
data representation,data representation,2,2,3,6,0.249578,0.262635,0,0.005787,0.005787,0.000371,0,0.398244,0.059402,0.948531,0.007812,"#ff725c"
superfluous data,superfluous data,2,2,3,6,0.249578,0.262635,0,0.005787,0.005787,0.000371,0,0.38752,0.059402,0.951395,0.007812,"#ff725c"
data science,data science,3,3,2,7,0.224414,0.232965,0,0.002381,0.002381,0.000582,0,0.335485,0.734661,0.931731,0.015625,"#4269d0"
model building,model building,3,3,2,7,0.224414,0.232965,0,0.002381,0.002381,0.000582,0,0.329845,0.744326,0.929143,0.015625,"#4269d0"
model usability,model usability,3,3,2,7,0.224414,0.232965,0,0.002381,0.002381,0.000582,0,0.324205,0.734661,0.931585,0.015625,"#4269d0"
data science education,data science education,2,2,2,7,0.234125,0.244297,0,0.003457,0.003457,0.000323,0,0.57308,0.659424,0.953349,0.007812,"#4269d0"
data-driven categories,data-driven categories,4,4,3,6,0.24178,0.253381,0,0.004359,0.004359,0.000581,0,0.294245,0.150142,0.915623,0.023438,"#ff725c"
prison education,prison education,13,13,3,6,0.296371,0.317481,13096.69607,0.035018,0.035018,0.001789,0,0.462579,0.122051,0.785515,0.09375,"#ff725c"
swot analysis,swot analysis,4,4,3,6,0.24178,0.253381,0,0.004359,0.004359,0.000581,0,0.288326,0.160283,0.917012,0.023438,"#ff725c"
theory-driven categories,theory-driven categories,4,4,3,6,0.24178,0.253381,0,0.004359,0.004359,0.000581,0,0.282408,0.150142,0.916978,0.023438,"#ff725c"
deductive geometry,deductive geometry,4,4,4,7,0.211841,0.221933,0,0.001076,0.001076,0.000617,0,0.799424,0.813351,0.919439,0.023438,"#6cc5b0"
demonstrations,demonstrations,4,4,4,7,0.211841,0.221933,0,0.001076,0.001076,0.000617,0,0.805342,0.823492,0.915829,0.023438,"#6cc5b0"
intuitive geometry,intuitive geometry,4,4,4,7,0.211841,0.221933,0,0.001076,0.001076,0.000617,0,0.805342,0.803209,0.920171,0.023438,"#6cc5b0"
two-column proofs,two-column proofs,4,4,4,7,0.211841,0.221933,0,0.001076,0.001076,0.000617,0,0.81126,0.813351,0.924204,0.023438,"#6cc5b0"
deductive thinking,deductive thinking,4,4,2,7,0.222948,0.235351,0,0.001576,0.001576,0.000585,0,0.500473,0.880157,0.916161,0.023438,"#4269d0"
geometric proofs,geometric proofs,4,4,2,7,0.222948,0.235351,0,0.001576,0.001576,0.000585,0,0.512309,0.880157,0.914336,0.023438,"#4269d0"
proof types,proof types,4,4,2,7,0.222948,0.235351,0,0.001576,0.001576,0.000585,0,0.506391,0.890299,0.918261,0.023438,"#4269d0"
toulmin scheme,toulmin scheme,4,4,2,7,0.222948,0.235351,0,0.001576,0.001576,0.000585,0,0.506391,0.870016,0.916474,0.023438,"#4269d0"
delphi method,delphi method,2,2,1,7,0.206998,0.214255,0,0.000796,0.000796,0.000425,0,0.586396,0.492473,0.946867,0.007812,"#efb118"
genai and large language models,genai and large language models,2,2,1,7,0.206998,0.214255,0,0.000796,0.000796,0.000425,0,0.59712,0.492473,0.949087,0.007812,"#efb118"
university mathematics,university mathematics,6,6,1,6,0.260929,0.275745,2658,0.011419,0.011419,0.00093,0,0.637757,0.54285,0.886398,0.039062,"#efb118"
derivation strategies,derivation strategies,3,3,0,7,0.213165,0.223198,0,0.00095,0.00095,0.000538,0,0.292463,0.376718,0.941019,0.015625,"#ff8ab7"
